Timesteps,Temprature;;;
0.5, 21.62;;;
1.0, 21.62;;;
1.5, 21.62;;;
2.0, 21.62;;;
2.5, 21.62;;;
3.0, 21.62;;;
3.5, 21.62;;;
4.0, 21.62;;;
4.5, 21.62;;;
5.0, 21.56;;;
5.5, 21.50;;;
6.0, 21.44;;;
6.5, 21.37;;;
7.0, 21.31;;;
7.5, 21.25;;;
8.0, 21.19;;;
8.5, 21.25;;;
9.0, 21.75;;;
9.5, 22.25;;;
10.0, 22.69;;;
10.5, 23.00;;;
11.0, 23.06;;;
11.5, 23.06;;;
12.0, 23.25;;;
12.5, 23.69;;;
13.0, 24.12;;;
13.5, 24.44;;;
14.0, 24.69;;;
14.5, 24.94;;;
15.0, 25.12;;;
15.5, 25.31;;;
16.0, 25.44;;;
16.5, 25.62;;;
17.0, 25.69;;;
17.5, 25.81;;;
18.0, 26.06;;;
18.5, 26.37;;;
19.0, 26.69;;;
19.5, 26.87;;;
20.0, 26.94;;;
20.5, 27.00;;;
21.0, 27.00;;;
21.5, 27.12;;;
22.0, 27.19;;;
22.5, 27.31;;;
23.0, 27.31;;;
23.5, 27.37;;;
24.0, 27.44;;;
24.5, 27.56;;;
25.0, 27.69;;;
25.5, 27.75;;;
26.0, 27.75;;;
26.5, 27.81;;;
27.0, 27.87;;;
27.5, 27.87;;;
28.0, 27.87;;;
28.5, 27.87;;;
29.0, 27.81;;;
29.5, 27.69;;;
30.0, 27.69;;;
30.5, 27.62;;;
31.0, 27.62;;;
31.5, 27.56;;;
32.0, 27.50;;;
32.5, 27.44;;;
33.0, 27.44;;;
33.5, 27.37;;;
34.0, 27.25;;;
34.5, 27.19;;;
35.0, 27.12;;;
35.5, 26.44;;;
36.0, 25.81;;;
36.5, 25.50;;;
37.0, 25.31;;;
37.5, 25.12;;;
38.0, 25.00;;;
38.5, 24.87;;;
39.0, 24.81;;;
39.5, 24.69;;;
40.0, 24.62;;;
40.5, 24.50;;;
41.0, 24.44;;;
41.5, 24.37;;;
42.0, 24.00;;;
42.5, 23.75;;;
43.0, 23.56;;;
43.5, 23.31;;;
44.0, 23.12;;;
44.5, 22.94;;;
45.0, 22.75;;;
45.5, 22.62;;;
46.0, 22.50;;;
46.5, 22.44;;;
47.0, 22.37;;;
47.5, 22.37;;;
48.0, 22.31;;;
48.5, 22.31;;;
49.0, 22.25;;;
49.5, 22.25;;;
50.0, 22.19;;;
50.5, 22.19;;;
51.0, 22.19;;;
51.5, 22.12;;;
52.0, 22.12;;;
52.5, 22.12;;;
53.0, 22.12;;;
53.5, 22.06;;;
54.0, 22.06;;;
54.5, 22.06;;;
55.0, 22.00;;;
55.5, 21.94;;;
56.0, 21.81;;;
56.5, 21.69;;;
57.0, 21.56;;;
57.5, 21.50;;;
58.0, 21.37;;;
58.5, 21.37;;;
59.0, 21.31;;;
59.5, 21.25;;;
60.0, 21.25;;;
60.5, 21.19;;;
61.0, 21.19;;;
61.5, 21.19;;;
62.0, 21.25;;;
62.5, 21.37;;;
63.0, 21.56;;;
63.5, 21.62;;;
64.0, 21.56;;;
64.5, 21.50;;;
65.0, 21.37;;;
65.5, 21.50;;;
66.0, 21.69;;;
66.5, 21.75;;;
67.0, 21.75;;;
67.5, 21.94;;;
68.0, 22.25;;;
68.5, 22.75;;;
69.0, 23.25;;;
69.5, 23.62;;;
70.0, 24.00;;;
70.5, 24.25;;;
71.0, 24.50;;;
71.5, 24.69;;;
72.0, 24.81;;;
72.5, 25.06;;;
73.0, 25.31;;;
73.5, 25.56;;;
74.0, 25.81;;;
74.5, 26.12;;;
75.0, 26.37;;;
75.5, 26.56;;;
76.0, 26.87;;;
76.5, 27.06;;;
77.0, 27.44;;;
77.5, 27.69;;;
78.0, 28.06;;;
78.5, 28.00;;;
79.0, 27.81;;;
79.5, 27.62;;;
80.0, 27.50;;;
80.5, 27.37;;;
81.0, 27.25;;;
81.5, 27.12;;;
82.0, 27.06;;;
82.5, 27.00;;;
83.0, 26.94;;;
83.5, 26.87;;;
84.0, 26.81;;;
84.5, 26.81;;;
85.0, 26.75;;;
85.5, 26.69;;;
86.0, 26.69;;;
86.5, 26.62;;;
87.0, 26.56;;;
87.5, 26.56;;;
88.0, 26.50;;;
